Date,Open,High,Low,Close,Volume,MA_5,EMA_5,RSI,K,D,macd_dif,macd_dea,macd,bbands_middle,bbands_upper,bbands_lower,MA_4,MA_8,buy_point,ticker_num,income,expenditure,account
2003-07-28,41.9,41.94,41.57,41.58,6839,40.814,40.97159153919251,52.750352609308884,80.26029078159594,60.80679493744654,0.7879384227370565,0.7378118348966295,0.050126587840427006,40.163,42.03786639523994,38.288133604760056,,,0,0,0.0,0.0,500000.0
2003-07-29,41.54,41.54,40.83,41.02,5680,41.022,40.98772769279501,48.68766404199478,78.2775027228989,66.630364199264,0.7746177656157514,0.7451730210404539,0.029444744575297443,40.3115,41.94883044923742,38.674169550762585,,,0,0,0.0,0.0,500000.0
2003-07-30,41.0,41.02,40.55,40.6,9300,41.132000000000005,40.85848512853001,54.0029112081514,70.53362566847699,67.93145135566833,0.7218495269524325,0.7405083222228497,-0.01865879527041714,40.407,41.86822003818727,38.945779961812725,,,0,0,0.0,0.0,500000.0
2003-07-31,40.66,41.0,40.44,40.87,5120,41.059999999999995,40.862323419020015,56.85714285714285,69.49948133250146,68.4541280146127,0.6938191459261631,0.7311704869635124,-0.03735134103734927,40.500499999999995,41.82229385684758,39.17870614315241,41.0175,,0,0,0.0,0.0,500000.0
2003-08-01,41.28,41.6,41.05,41.6,3703,41.134,41.10821561268001,56.733524355300894,79.66632088833431,72.19152563918658,0.7221848685303485,0.7293733632768796,-0.00718849474653116,40.61749999999999,41.89280192503579,39.342198074964195,41.0225,,0,0,0.0,0.0,500000.0
2003-08-04,41.47,41.55,41.21,41.4,3708,41.098,41.20547707512001,59.01639344262294,82.14313865673896,75.5087299783707,0.7202242823253115,0.7275435470865661,-0.007319264761254551,40.637499999999996,41.948223082882116,39.326776917117876,41.1175,,0,0,0.0,0.0,500000.0
2003-08-05,41.5,41.61,40.5,40.5,4929,40.994,40.97031805008001,47.482014388489205,54.76209243782597,68.59318413152245,0.6386856545883148,0.7097719685869159,-0.0710863139986011,40.602999999999994,41.88984264772349,39.3161573522765,41.0925,,0,0,0.0,0.0,500000.0
2003-08-06,40.2,40.3,40.06,40.23,4646,40.92,40.72354536672001,53.484602917341974,36.508061625217316,57.898143296087405,0.5459851838019105,0.6770146116299149,-0.13102942782800442,40.5535,41.81756131180414,39.28943868819586,40.9325,40.975,-1,0,0.0,0.0,500000.0
2003-08-07,40.35,40.77,39.97,40.7,5574,40.886,40.71569691114668,55.98159509202454,35.77423086450022,50.52350581889167,0.5046274339401791,0.6425371760919678,-0.13790974215178875,40.586,41.82987137598709,39.34212862401291,40.707499999999996,40.865,-1,0,0.0,0.0,500000.0
2003-08-08,40.7,40.7,40.18,40.18,4009,40.602,40.53713127409779,55.98159509202454,23.849487243000144,41.632166293594494,0.4249924169950532,0.5990282242725848,-0.17403580727753165,40.5995,41.819360237896134,39.379639762103864,40.402499999999996,40.76,-1,0,0.0,0.0,500000.0
2003-08-11,39.9,40.18,39.68,40.1,2619,40.342,40.39142084939853,50.99667774086383,15.899658162000096,33.054663583063025,0.351375324892814,0.5494976443966307,-0.19812231950381676,40.5715,41.81008427246595,39.33291572753405,40.302499999999995,40.697500000000005,-1,0,0.0,0.0,500000.0
2003-08-12,40.34,40.65,40.34,40.55,4255,40.352,40.44428056626569,53.90625,20.599772107999968,28.903033091375338,0.3255912746714742,0.5047163704515994,-0.17912509578012525,40.5895,41.815786671215186,39.363213328784816,40.3825,40.6575,0,0,0.0,0.0,500000.0
2003-08-13,41.0,42.45,41.0,42.45,12452,40.796,41.112853710843794,58.56741573033711,47.06651473866665,34.95752697380578,0.45324660541348294,0.49442241744397614,-0.0411758120304932,40.6695,42.13813848512832,39.200861514871676,40.82,40.76375,1,11761,0.0,-499965.88759125,34.11240874999203
2003-08-14,42.29,42.55,42.0,42.3,11489,41.116,41.50856914056253,57.35900962861072,62.583350251309604,44.16613473297372,0.5361304502351345,0.5027640240022079,0.03336642623292663,40.7945,42.367681172020575,39.221318827979424,41.349999999999994,40.87625,1,11761,0.0,0.0,34.11240874999203
2003-08-15,42.66,43.5,42.66,42.72,8705,41.624,41.912379427041685,57.765667574931854,75.0555668342064,54.462612100051274,0.6284624602779019,0.5279037112573467,0.10055874902055517,40.9345,42.6622323288056,39.2067676711944,42.004999999999995,41.15375,1,11761,0.0,0.0,34.11240874999203
2003-08-18,43.0,43.1,42.52,42.8,4295,42.164,42.208252951361125,62.97376093294452,83.37037788947094,64.09853402985783,0.7000221552085293,0.5623274000475833,0.13769475516094598,41.104499999999994,42.863630182789215,39.34536981721077,42.567499999999995,41.474999999999994,1,11761,0.0,0.0,34.11240874999203
2003-08-19,43.5,43.6,42.8,43.0,6286,42.653999999999996,42.47216863424075,68.07228915662643,88.9135852596473,72.37021777312098,0.7640643987557922,0.6026747997892251,0.16138959896656713,41.2555,43.11803026821043,39.39296973178956,42.705,41.7625,1,11761,0.0,0.0,34.11240874999203
2003-08-20,42.8,43.28,42.8,43.19,4201,42.802,42.7114457561605,67.68292682926823,92.60905683976488,79.11649746200229,0.8206893542557196,0.646277710682524,0.1744116435731956,41.4125,43.36908759067926,39.455912409320746,42.927499999999995,42.13875,1,11761,0.0,0.0,34.11240874999203
2003-08-21,43.19,44.0,42.8,44.0,3518,43.141999999999996,43.14096383744034,68.07228915662643,95.07270455984326,84.43523316128261,0.9203164350120048,0.7010854555484202,0.2192309794635846,41.551,43.80574521842271,39.2962547815773,43.2475,42.62625,1,11761,0.0,0.0,34.11240874999203
2003-08-22,44.0,44.59,43.95,44.04,6243,43.406,43.44064255829356,70.37037037037031,96.71513637322884,88.52853423193136,0.9910747867724936,0.7590833217932349,0.2319914649792587,41.6915,44.18616049794357,39.19683950205643,43.5575,43.0625,1,11761,0.0,0.0,34.11240874999203
2003-08-25,44.1,44.39,43.79,44.35,4937,43.715999999999994,43.743761705529046,82.68251273344642,97.81009091548589,91.62238645978286,1.059947287020485,0.819256114838685,0.24069117218179992,41.83,44.5791162216247,39.080883778375295,43.894999999999996,43.3,1,11761,0.0,0.0,34.11240874999203
2003-08-26,44.25,44.25,43.4,43.46,8544,43.808,43.6491744703527,74.80798771121347,84.0685158948768,89.10442960481417,1.0308309007530028,0.8615710720215486,0.16925982873145418,41.952,44.76238502700254,39.14161497299746,43.9625,43.445,0,11761,0.0,0.0,34.11240874999203
2003-08-27,43.28,43.97,43.28,43.62,6352,43.894,43.6394496469018,73.54838709677412,74.45058523871127,84.2198148161132,1.0090350892812978,0.8910638754734984,0.1179712138077994,42.103,44.93106011251531,39.27493988748469,43.8675,43.5575,0,11761,0.0,0.0,34.11240874999203
2003-08-28,43.63,43.95,43.49,43.56,4754,43.806,43.61296643126787,79.4425087108014,65.97780951397962,78.13914638206867,0.9756732986492622,0.9079857601086512,0.06768753854061105,42.2375,45.074060417124954,39.40093958287504,43.7475,43.652499999999996,0,11761,0.0,0.0,34.11240874999203
2003-08-29,43.6,44.92,43.6,44.92,7666,43.982000000000006,44.04864428751192,84.33048433048431,77.31853967598641,77.86561081337459,1.0469063880555112,0.9357698856980232,0.11113650235748795,42.4035,45.4520621200822,39.3549378799178,43.89,43.892500000000005,0,11761,0.0,0.0,34.11240874999203
2003-09-01,46.4,46.4,44.79,45.15,6283,44.141999999999996,44.41576285834128,83.8235294117647,84.87902645065762,80.20341602580226,1.109132809806212,0.970442470519661,0.13869033928655106,42.591,45.82524736221583,39.35675263778417,44.3125,44.1375,1,11761,0.0,0.0,34.11240874999203
2003-09-02,45.23,45.52,44.9,45.52,2163,44.554,44.783841905560855,79.12713472485767,89.91935096710509,83.44206100623653,1.1747616837156656,1.011306313158862,0.1634553705568036,42.842,46.1661095048148,39.5178904951852,44.7875,44.3275,1,11761,0.0,0.0,34.11240874999203
2003-09-03,45.9,45.9,45.0,45.0,4321,44.83,44.85589460370724,73.93617021276599,84.8653278292027,83.9164832805586,1.1713112381037973,1.043307298147849,0.12800393995594828,43.0805,46.30370632290273,39.857293677097275,45.1475,44.447500000000005,0,11761,0.0,0.0,34.11240874999203
2003-09-04,45.1,45.1,44.51,44.51,3077,45.019999999999996,44.740596402471496,65.6742556917688,73.56717648160432,80.46671434757384,1.1161713022186746,1.0578800989620143,0.05829120325666026,43.271,46.35632591471308,40.18567408528692,45.045,44.4675,0,11761,0.0,0.0,34.11240874999203
2003-09-05,45.0,45.25,44.7,45.03,3894,45.042,44.837064268314336,68.13008130081303,74.4493150654061,78.46091458685126,1.1017320783517803,1.0666504948399675,0.035081583511812786,43.5135,46.34050742835955,40.68649257164045,45.015,44.66375,1,11761,0.0,0.0,34.11240874999203
2003-09-08,44.8,46.0,44.59,45.95,5233,45.202000000000005,45.20804284554289,71.47016011644834,82.96621004360406,79.9626797391022,1.1512542581899368,1.0835712475099615,0.06768301067997529,43.806,46.35681477179353,41.255185228206464,45.1225,44.955,1,11761,0.0,0.0,34.11240874999203
2003-09-09,46.5,46.59,45.7,45.7,7878,45.238,45.37202856369527,68.10966810966814,85.15738968039435,81.69424971953292,1.1569909602490114,1.0982551900577715,0.05873577019123988,44.063500000000005,46.263175203297095,41.863824796702914,45.2975,45.222500000000004,1,11761,0.0,0.0,34.11240874999203
2003-09-10,45.5,45.6,44.8,45.1,4903,45.258,45.28135237579685,58.1845238095238,70.42900052767034,77.93916665557873,1.1004371973579836,1.098691591517814,0.001745605840169695,44.196,46.30847153826983,42.08352846173017,45.44500000000001,45.245,0,11761,0.0,0.0,34.11240874999203
2003-09-12,45.04,45.47,44.8,45.47,2730,45.45,45.3442349171979,60.14184397163119,69.17488924066906,75.01774085060885,1.0731037683424205,1.0935740268827354,-0.020470258540314923,44.3545,46.346408381427246,42.36259161857276,45.55500000000001,45.285000000000004,0,11761,0.0,0.0,34.11240874999203
2003-09-15,45.45,45.45,44.92,45.0,2946,45.444,45.2294899447986,54.507628294036046,57.45918541970531,69.16488904030767,1.001966708363362,1.0752525631788608,-0.07328585481549865,44.4685,46.329878790037135,42.60712120996286,45.317499999999995,45.22,0,11761,0.0,0.0,34.11240874999203
2003-09-16,44.6,45.49,44.6,45.45,2267,45.344,45.30299329653241,64.69719350073856,60.065382872396164,66.1317203176705,0.9707115564326045,1.0543443618296096,-0.08363280539700502,44.601,46.341803262864616,42.86019673713538,45.255,45.27625,0,11761,0.0,0.0,34.11240874999203
2003-09-17,45.83,45.99,45.7,45.79,5547,45.362,45.465328864354944,65.61151079136691,69.673218211227,67.31221961552266,0.9622841689491608,1.0359323232535198,-0.073648154304359,44.7405,46.390548181114745,43.09045181888525,45.4275,45.43625,0,11761,0.0,0.0,34.11240874999203
2003-09-18,45.8,45.8,45.4,45.68,1464,45.477999999999994,45.53688590956997,65.1428571428571,70.30846126362493,68.31096683155675,0.9359403848074379,1.0159339355643036,-0.07999355075686565,44.864999999999995,46.400050487769064,43.329949512230925,45.480000000000004,45.5175,0,11761,0.0,0.0,34.11240874999203
2003-09-19,45.68,46.0,45.6,45.8,6913,45.544000000000004,45.62459060637998,57.63888888888884,74.9424829476796,70.5214722035977,0.9142073301686864,0.9955886144851802,-0.08138128431649383,44.955,46.487703493830445,43.42229650616955,45.68000000000001,45.49875,1,11761,0.0,0.0,34.11240874999203
2003-09-22,45.5,45.5,45.0,45.0,5920,45.544000000000004,45.41639373758666,48.815165876777264,49.96165529845306,63.668199901882815,0.8229440271876882,0.9610596970256818,-0.13811566983799362,45.003,46.47708412242994,43.52891587757006,45.567499999999995,45.411249999999995,0,11761,0.0,0.0,34.11240874999203
2003-09-23,44.7,45.0,44.7,44.8,6887,45.414,45.21092915839111,44.15584415584411,33.307770198968704,53.548056667578116,0.7261087439155318,0.9140695064036518,-0.18796076248812,45.0255,46.472517277021964,43.57848272297804,45.32,45.37375,-1,11761,0.0,0.0,34.11240874999203
2003-09-24,44.98,45.0,44.71,44.85,3625,45.226,45.090619438927405,48.681898066783845,23.871846799312614,43.65598671148962,0.645954504953977,0.860446506113717,-0.21449200115974,45.095,46.35616612704276,43.833833872957236,45.1125,45.29625,-1,11761,0.0,0.0,34.11240874999203
2003-09-25,44.7,44.9,44.2,44.85,6414,45.06,45.010412959284935,53.2692307692308,17.581231199541886,34.96440154084037,0.5757942948849077,0.8035160638679552,-0.2277217689830474,45.1565,46.229948182261275,44.08305181773873,44.875,45.277499999999996,-1,11761,0.0,0.0,34.11240874999203
2003-09-26,44.85,44.9,44.7,44.85,3001,44.87,44.956941972856626,48.07692307692308,13.3874874663614,27.77209684934738,0.5142637109859507,0.7456655932915544,-0.23140188230560366,45.221000000000004,46.02391718128337,44.418082818716634,44.8375,45.2025,0,11761,0.0,0.0,34.11240874999203
2003-09-29,44.8,44.81,44.6,44.71,1128,44.812,44.874627981904425,34.102564102564074,8.924991644240933,21.48972844764523,0.4490273422789528,0.6863379430890342,-0.23731060081008137,45.210499999999996,46.03411338017302,44.386886619826974,44.815,45.067499999999995,-1,11761,0.0,0.0,34.11240874999203
2003-09-30,44.71,44.9,44.61,44.7,4797,44.792,44.816418654602955,36.33879781420764,5.949994429493955,16.309817108261473,0.39200138568767073,0.6274706316087615,-0.23546924592109075,45.188,46.04105568399726,44.33494431600275,44.7775,44.94500000000001,-1,11761,0.0,0.0,34.11240874999203
2003-10-01,44.51,44.51,44.06,44.16,4135,44.654,44.597612436401974,36.944444444444386,3.96666295299597,12.195432389839638,0.2997787543333885,0.5619322561536869,-0.2621535018202984,45.12,46.0679029486187,44.17209705138129,44.605,44.74,-1,11761,0.0,0.0,34.11240874999203
2003-10-02,44.79,45.4,44.6,45.05,6668,44.694,44.74840829093465,44.902912621359214,35.97777530199732,20.122880027225534,0.2951054248753806,0.5085668898980257,-0.21346146502264507,45.1225,46.069387004874415,44.17561299512559,44.655,44.74625,0,11761,0.0,0.0,34.11240874999203
2003-10-03,45.2,45.41,45.07,45.31,4895,44.786,44.935605527289766,53.96419437340156,57.31851686799821,32.521425640816425,0.3088217003726612,0.4686178519929528,-0.1597961516202916,45.1625,46.06924968982627,44.25575031017373,44.80500000000001,44.81,0,11761,0.0,0.0,34.11240874999203
2003-10-06,45.7,46.34,45.7,46.25,8892,45.09400000000001,45.37373701819318,59.09090909090905,71.54567791199881,45.52950973121055,0.39103448943323116,0.45310117948100853,-0.06206669004777737,45.2235,46.24346617590979,44.203533824090215,45.192499999999995,44.985,1,11761,0.0,0.0,34.11240874999203
2003-10-07,46.4,46.4,46.18,46.28,7937,45.410000000000004,45.67582467879546,55.990220048899765,81.03045194133254,57.363157134584554,0.45338314764954646,0.45315757311471616,0.00022557453483029732,45.239999999999995,46.31560215693351,44.16439784306648,45.7225,45.16375,1,11761,0.0,0.0,34.11240874999203
2003-10-08,46.3,46.38,45.87,46.0,1810,45.778,45.78388311919697,53.75586854460093,82.95111890428458,65.89247772448456,0.4747288696406855,0.4574718324199101,0.01725703722077543,45.254999999999995,46.36370194371617,44.14629805628382,45.959999999999994,45.3075,1,11761,0.0,0.0,34.11240874999203
2003-10-09,46.0,46.2,45.9,46.14,5914,45.995999999999995,45.902588746131315,53.97196261682245,86.43282140788783,72.73925895228565,0.49721080146120045,0.4654196262281681,0.03179117523303232,45.307,46.47757421806566,44.13642578193434,46.1675,45.48625,0,11761,0.0,0.0,34.11240874999203
2003-10-13,46.4,47.19,46.4,47.19,8657,46.372,46.33172583075421,74.17218543046347,90.95521427192523,78.81124405883217,0.592919314409329,0.49091956386440033,0.10199975054492866,45.393,46.82285453805624,43.96314546194376,46.4025,45.7975,1,11761,0.0,0.0,34.11240874999203
2003-10-14,47.35,47.52,47.01,47.01,6643,46.524,46.55781722050281,74.50110864745005,91.98994482814818,83.20414431527084,0.6467887269537727,0.5220933964822748,0.12469533047149783,45.4935,47.07341487112439,43.9135851288756,46.584999999999994,46.15375,1,11761,0.0,0.0,34.11240874999203
2003-10-15,47.01,47.3,46.81,47.05,5439,46.678,46.721878147001874,74.44444444444436,92.47927786051,86.29585549701721,0.6848141786401101,0.5546375529138419,0.1301766257262682,45.573499999999996,47.29242146417456,43.85457853582543,46.8475,46.403749999999995,1,11761,0.0,0.0,34.11240874999203
2003-10-16,47.05,47.75,46.98,47.7,10708,47.017999999999994,47.04791876466792,77.6699029126213,94.98618524034,89.19263207812482,0.7586539008600042,0.5954408225030744,0.16321307835692977,45.669,47.6217508801688,43.7162491198312,47.2375,46.7025,1,11761,0.0,0.0,34.11240874999203
2003-10-17,47.8,47.87,47.51,47.79,4645,47.348,47.295279176445284,78.05343511450376,96.65745682689334,91.68090699438099,0.8150393937575302,0.6393605367539655,0.17567885700356467,45.7745,47.935152447757396,43.61384755224261,47.3875,46.894999999999996,1,11761,0.0,0.0,34.11240874999203
2003-10-20,47.58,48.1,47.58,48.0,3041,47.510000000000005,47.530186117630194,80.97928436911481,97.77163788459555,93.71115062445251,0.8666800005147692,0.6848244295061263,0.1818555710086429,45.884499999999996,48.25314074945948,43.51585925054051,47.635000000000005,47.11,1,11761,0.0,0.0,34.11240874999203
2003-10-21,48.0,48.25,47.49,47.8,3924,47.668,47.62012407842013,78.18181818181806,95.18109192306366,94.2011310573229,0.8813080542360865,0.7241211544521184,0.15718689978396805,46.0245,48.4962238923472,43.552776107652804,47.8225,47.335,0,11761,0.0,0.0,34.11240874999203
2003-10-22,47.69,47.86,47.43,47.8,2416,47.818,47.68008271894676,86.69354838709673,93.20316522469471,93.86847577978017,0.882725383456652,0.7558420002530253,0.1268833832036267,46.1745,48.69442440362801,43.65457559637199,47.8475,47.5425,0,11761,0.0,0.0,34.11240874999203
2003-10-23,47.3,47.38,47.03,47.1,6883,47.698,47.486721812631174,71.48846960167718,65.16574651343295,84.30089935766443,0.8179358222082911,0.7682607646440784,0.049675057564212644,46.287,48.760831845538405,43.81316815446159,47.675,47.53124999999999,0,11761,0.0,0.0,34.11240874999203
2003-10-24,47.0,47.2,46.83,46.95,6866,47.529999999999994,47.30781454175412,67.59656652360516,43.4438310089553,70.68187657476139,0.7458877520312797,0.7637861621215187,-0.01789841009023907,46.392,48.79005421123042,43.99394578876959,47.412499999999994,47.52375,-1,11761,0.0,0.0,34.11240874999203
2003-10-27,46.95,47.15,46.93,47.0,1728,47.33,47.20520969450275,59.946949602122025,30.5498555932717,57.304536247598165,0.6849282924677382,0.7480145881907627,-0.06308629572302449,46.4995,48.80228505293046,44.19671494706954,47.2125,47.517500000000005,-1,11761,0.0,0.0,34.11240874999203
2003-10-28,47.0,47.89,47.0,47.85,6265,47.339999999999996,47.420139796335164,67.10239651416123,48.93799896694307,54.5156904873798,0.6971688493057826,0.7378454404137668,-0.04067659110798416,46.6565,48.87652950430844,44.436470495691566,47.22500000000001,47.536249999999995,0,11761,0.0,0.0,34.11240874999203
2003-10-29,48.5,48.6,48.0,48.0,13510,47.379999999999995,47.61342653089011,72.42152466367716,65.95866597796206,58.330015650907214,0.7107798969788277,0.7324323317267789,-0.0216524347479512,46.8215,48.922702274889296,44.720297725110704,47.45,47.5625,0,11761,0.0,0.0,34.11240874999203
2003-10-30,48.21,49.0,48.0,48.16,5127,47.592,47.795617687260076,72.54464285714286,77.30577731864138,64.65526954015193,0.7261073001758973,0.7311673254166026,-0.005060025240705257,47.0215,48.80941806299952,45.23358193700049,47.7525,47.5825,1,11761,0.0,0.0,34.11240874999203
2003-10-31,48.15,48.27,47.81,48.0,23668,47.802,47.86374512484005,61.28133704735382,80.46280471380507,69.92444793136964,0.7170776895733084,0.7283493982479438,-0.011271708674635339,47.169,48.75763337494839,45.5803666250516,48.0025,47.6075,0,11761,0.0,0.0,34.11240874999203
2003-11-03,48.0,48.07,47.79,48.0,3215,48.001999999999995,47.909163416560034,64.51612903225814,82.5674896439142,74.13879516888449,0.7018313828097646,0.723045795160308,-0.021214412350543332,47.3035,48.681299332268644,45.925700667731356,48.03999999999999,47.6325,0,11761,0.0,0.0,34.11240874999203
2003-11-04,48.25,48.55,48.0,48.0,6331,48.032,47.93944227770669,64.09495548961432,83.97061293065362,77.41606775614086,0.6818881922364994,0.7148142745755462,-0.032926082339046814,47.391000000000005,48.711134841597605,46.070865158402405,48.03999999999999,47.745000000000005,0,11761,0.0,0.0,34.11240874999203
2003-11-05,48.0,48.5,48.0,48.44,4990,48.11999999999999,48.10629485180446,61.70886075949365,89.31374195376908,81.38195915535027,0.6935920948672845,0.710569838633894,-0.016977743766609543,47.499,48.791020123682266,46.20697987631774,48.11,47.93125,1,11761,0.0,0.0,34.11240874999203
2003-11-06,48.55,48.77,47.2,47.6,4923,48.008,47.93752990120298,47.570332480818436,73.431383524735,78.73176727847851,0.6278490887248296,0.6940256886520811,-0.06617659992725156,47.579,48.67278059957193,46.48521940042807,48.010000000000005,48.006249999999994,0,11761,0.0,0.0,34.11240874999203
2003-11-07,47.51,47.78,47.2,47.78,5698,47.964000000000006,47.88501993413532,47.164948453608254,56.09711282601383,71.18688246099029,0.5835450344682087,0.6719295578153066,-0.0883845233470979,47.661,48.53472535730625,46.78727464269375,47.955000000000005,47.9975,-1,11761,0.0,0.0,34.11240874999203
2003-11-10,47.6,47.78,47.49,47.51,1482,47.866,47.760013289423554,46.32911392405063,37.39807521734255,59.92394671310771,0.5206453334470069,0.6416727129416466,-0.12102737949463971,47.677,48.52703764622512,46.82696235377488,47.832499999999996,47.93625,-1,11761,0.0,0.0,34.11240874999203
2003-11-11,47.4,47.49,47.0,47.18,2962,47.702,47.566675526282374,42.75700934579439,24.932050144895033,48.25998119037015,0.4391068744309905,0.6011595452395154,-0.16205267080852492,47.685500000000005,48.51175601359382,46.85924398640619,47.5175,47.81375,-1,11761,0.0,0.0,34.11240874999203
2003-11-12,47.18,47.23,47.0,47.02,2789,47.41799999999999,47.38445035085492,48.93048128342247,16.621366763263357,37.71377638133455,0.3574558666613896,0.5524188095238903,-0.1949629428625007,47.684000000000005,48.514960889573,46.85303911042701,47.3725,47.69125,-1,11761,0.0,0.0,34.11240874999203
2003-11-13,47.35,47.58,47.3,47.35,2636,47.368,47.37296690056995,55.102040816326536,18.82739004874833,31.418314270472475,0.3157354945722588,0.5050821465335641,-0.1893466519613053,47.6665,48.51002296945604,46.82297703054396,47.265,47.61,0,11761,0.0,0.0,34.11240874999203
2003-11-14,47.5,47.55,47.25,47.55,2781,47.321999999999996,47.4319779337133,56.75675675675676,24.992907919822738,29.27651215358923,0.2954048840229788,0.4631466940314471,-0.16774181000846827,47.6545,48.49748220621786,46.81151779378214,47.275,47.55375,0,11761,0.0,0.0,34.11240874999203
2003-11-17,47.3,47.3,46.65,46.7,5041,47.160000000000004,47.187985289142205,35.87223587223579,16.66193861321516,25.07165430679787,0.20830363776330074,0.41217808277781787,-0.20387444501451712,47.5895,48.51257041984885,46.66642958015115,47.155,47.33625,-1,11761,0.0,0.0,34.11240874999203
